JournalEntryId,DocNumber,TxnDate,Period,Entity,EntityName,AccountNum,AccountName,AccountType,Classification,Description,Debit,Credit,Amount,CurrencyRef_value,ExchangeRate,AmountUSD,VendorRef_name,CustomerRef_name,TxnSource,Adjustment,domain,sparse,SyncToken
7009,JE-7009,2024-08-31,2024-08,APX,Apex Warehousing LLC,5060,COGS - Equipment Lease & Rental,Cost of Goods Sold,Cost of Goods Sold,COGS - Equipment Lease & Rental - 2024-08,18239.89,0,18239.89,USD,1.0,18239.89,Penske Equipment Leasing,,Bill,,QBO,False,0
7009,JE-7009,2024-08-31,2024-08,APX,Apex Warehousing LLC,5090,COGS - Cargo Claims & Damages,Cost of Goods Sold,Cost of Goods Sold,COGS - Cargo Claims & Damages - 2024-08,7631.22,0,7631.22,USD,1.0,7631.22,Cargo Claims Adjusters Inc,,Bill,,QBO,False,0
7009,JE-7009,2024-08-31,2024-08,APX,Apex Warehousing LLC,2000,Accounts Payable,Accounts Payable,Liability,Accrue direct costs 2024-08,0,109296.58,-109296.58,USD,1.0,-109296.58,,,Bill,,QBO,False,0
7010,JE-7010,2024-08-31,2024-08,NWC,Northwind Cargo B.V.,7030,Unrealized FX Gain / (Loss),Other Income,Revenue,Unrealized FX revaluation EUR/USD 2024-08,0,31665.83,-31665.83,EUR,1.09,-34515.76,,,Journal Entry,,QBO,False,0
7010,JE-7010,2024-08-31,2024-08,NWC,Northwind Cargo B.V.,1100,Accounts Receivable,Accounts Receivable,Asset,AR revaluation 2024-08,31665.83,0,31665.83,EUR,1.09,34515.76,,,Journal Entry,,QBO,False,0
7011,JE-7011,2024-09-30,2024-09,MLG,Meridian Logistics LLC,5000,COGS - Purchased Transportation,Cost of Goods Sold,Cost of Goods Sold,COGS - Purchased Transportation - 2024-09,297793.29,0,297793.29,USD,1.0,297793.29,Ridgeway Carrier Network,,Bill,,QBO,False,0
7011,JE-7011,2024-09-30,2024-09,MLG,Meridian Logistics LLC,5010,COGS - Owner Operator Settlements,Cost of Goods Sold,Cost of Goods Sold,COGS - Owner Operator Settlements - 2024-09,78952.72,0,78952.72,USD,1.0,78952.72,Keystone Owner Operators LLC,,Bill,,QBO,False,0
7011,JE-7011,2024-09-30,2024-09,MLG,Meridian Logistics LLC,5020,COGS - Fuel,Cost of Goods Sold,Cost of Goods Sold,COGS - Fuel - 2024-09,44453.37,0,44453.37,USD,1.0,44453.37,Fuel Express Suppliers,,Bill,,QBO,False,0
7011,JE-7011,2024-09-30,2024-09,MLG,Meridian Logistics LLC,5070,COGS - Maintenance & Repairs,Cost of Goods Sold,Cost of Goods Sold,COGS - Maintenance & Repairs - 2024-09,29909.91,0,29909.91,USD,1.0,29909.91,MidState Truck Repair,,Bill,,QBO,False,0
7011,JE-7011,2024-09-30,2024-09,MLG,Meridian Logistics LLC,2000,Accounts Payable,Accounts Payable,Liability,Accrue direct costs 2024-09,0,451109.29,-451109.29,USD,1.0,-451109.29,,,Bill,,QBO,False,0
7012,JE-7012,2024-09-30,2024-09,CFS,Cascade Freight Systems Inc,5000,COGS - Purchased Transportation,Cost of Goods Sold,Cost of Goods Sold,COGS - Purchased Transportation - 2024-09,76161.02,0,76161.02,USD,1.0,76161.02,Trans-Atlantic Line Haul BV,,Bill,,QBO,False,0
7012,JE-7012,2024-09-30,2024-09,CFS,Cascade Freight Systems Inc,5020,COGS - Fuel,Cost of Goods Sold,Cost of Goods Sold,COGS - Fuel - 2024-09,70228.16,0,70228.16,USD,1.0,70228.16,Fuel Express Supplier's,,Bill,,QBO,False,0
7012,JE-7012,2024-09-30,2024-09,CFS,Cascade Freight Systems Inc,5030,COGS - Driver Wages,Cost of Goods Sold,Cost of Goods Sold,COGS - Driver Wages - 2024-09,82859.32,0,82859.32,USD,1.0,82859.32,,,Bill,,QBO,False,0
7012,JE-7012,2024-09-30,2024-09,CFS,Cascade Freight Systems Inc,5070,COGS - Maintenance & Repairs,Cost of Goods Sold,Cost of Goods Sold,COGS - Maintenance & Repairs - 2024-09,29980.12,0,29980.12,USD,1.0,29980.12,MidState Truck Repair,,Bill,,QBO,False,0
7012,JE-7012,2024-09-30,2024-09,CFS,Cascade Freight Systems Inc,2000,Accounts Payable,Accounts Payable,Liability,Accrue direct costs 2024-09,0,259228.63,-259228.63,USD,1.0,-259228.63,,,Bill,,QBO,False,0
7013,JE-7013,2024-09-30,2024-09,NWC,Northwind Cargo B.V.,5000,COGS - Purchased Transportation,Cost of Goods Sold,Cost of Goods Sold,COGS - Purchased Transportation - 2024-09,79751.2,0,79751.2,EUR,1.09,86928.81,Ridgeway Carrier Network,,Bill,,QBO,False,0
7013,JE-7013,2024-09-30,2024-09,NWC,Northwind Cargo B.V.,5110,COGS - Customs Duties & Brokerage,Cost of Goods Sold,Cost of Goods Sold,COGS - Customs Duties & Brokerage - 2024-09,43477.86,0,43477.86,EUR,1.09,47390.87,Meridian Customs Brokers,,Bill,,QBO,False,0
7013,JE-7013,2024-09-30,2024-09,NWC,Northwind Cargo B.V.,5010,COGS - Owner Operator Settlements,Cost of Goods Sold,Cost of Goods Sold,COGS - Owner Operator Settlements - 2024-09,23487.6,0,23487.6,EUR,1.09,25601.49,Keystone Owner Operators LLC,,Bill,,QBO,False,0
7013,JE-7013,2024-09-30,2024-09,NWC,Northwind Cargo B.V.,5050,COGS - Temp & Contract Labor,Cost of Goods Sold,Cost of Goods Sold,COGS - Temp & Contract Labor - 2024-09,16974.95,0,16974.95,EUR,1.09,18502.7,Apex Staffing Solutions,,Bill,,QBO,False,0
7013,JE-7013,2024-09-30,2024-09,NWC,Northwind Cargo B.V.,2000,Accounts Payable,Accounts Payable,Liability,Accrue direct costs 2024-09,0,163691.62,-163691.62,EUR,1.09,-178423.87,,,Bill,,QBO,False,0
7014,JE-7014,2024-09-30,2024-09,APX,Apex Warehousing LLC,5040,COGS - Warehouse Labor,Cost of Goods Sold,Cost of Goods Sold,COGS - Warehouse Labor - 2024-09,62197.44,0,62197.44,USD,1.0,62197.44,Warehouse Temps Direct,,Bill,,QBO,False,0
7014,JE-7014,2024-09-30,2024-09,APX,Apex Warehousing LLC,5050,COGS - Temp & Contract Labor,Cost of Goods Sold,Cost of Goods Sold,COGS - Temp & Contract Labor - 2024-09,24747.61,0,24747.61,USD,1.0,24747.61,Apex Staffing Solution,,Bill,,QBO,False,0
7014,JE-7014,2024-09-30,2024-09,APX,Apex Warehousing LLC,5060,COGS - Equipment Lease & Rental,Cost of Goods Sold,Cost of Goods Sold,COGS - Equipment Lease & Rental - 2024-09,18826.91,0,18826.91,USD,1.0,18826.91,Penske Equipment Leasing,,Bill,,QBO,False,0
7014,JE-7014,2024-09-30,2024-09,APX,Apex Warehousing LLC,5090,COGS - Cargo Claims & Damages,Cost of Goods Sold,Cost of Goods Sold,COGS - Cargo Claims & Damages - 2024-09,7591.57,0,7591.57,USD,1.0,7591.57,Cargo Claims Adjusters Inc,,Bill,,QBO,False,0
7014,JE-7014,2024-09-30,2024-09,APX,Apex Warehousing LLC,2000,Accounts Payable,Accounts Payable,Liability,Accrue direct costs 2024-09,0,113363.53,-113363.53,USD,1.0,-113363.53,,,Bill,,QBO,False,0
7015,JE-7015,2024-09-30,2024-09,NWC,Northwind Cargo B.V.,7030,Unrealized FX Gain / (Loss),Other Income,Revenue,Unrealized FX revaluation EUR/USD 2024-09,0,13585.07,-13585.07,EUR,1.09,-14807.73,,,Journal Entry,,QBO,False,0
7015,JE-7015,2024-09-30,2024-09,NWC,Northwind Cargo B.V.,1100,Accounts Receivable,Accounts Receivable,Asset,AR revaluation 2024-09,13585.07,0,13585.07,EUR,1.09,14807.73,,,Journal Entry,,QBO,False,0
7016,JE-7016,2024-09-30,2024-09,MHG,Meridian Holdings Group LLC,1400,Due From Affiliates,Other Current Asset,Asset,IC management fee receivable - MLG Q3-2024,53182.5,0,53182.5,USD,1.0,53182.5,,,Journal Entry,,QBO,False,0
7016,JE-7016,2024-09-30,2024-09,MHG,Meridian Holdings Group LLC,1400,Due From Affiliates,Other Current Asset,Asset,IC management fee receivable - CFS Q3-2024,32649.73,0,32649.73,USD,1.0,32649.73,,,Journal Entry,,QBO,False,0
7016,JE-7016,2024-09-30,2024-09,MHG,Meridian Holdings Group LLC,1400,Due From Affiliates,Other Current Asset,Asset,IC management fee receivable - NWC Q3-2024,28767.87,0,28767.87,USD,1.0,28767.87,,,Journal Entry,,QBO,False,0
7016,JE-7016,2024-09-30,2024-09,MHG,Meridian Holdings Group LLC,1400,Due From Affiliates,Other Current Asset,Asset,IC management fee receivable - APX Q3-2024,16829.37,0,16829.37,USD,1.0,16829.37,,,Journal Entry,,QBO,False,0
7016,JE-7016,2024-09-30,2024-09,MHG,Meridian Holdings Group LLC,4950,Intercompany Management Fee Income,Income,Revenue,IC management fee income Q3-2024,0,131429.47,-131429.47,USD,1.0,-131429.47,,,Journal Entry,,QBO,False,0
7017,JE-7017,2024-09-30,2024-09,MLG,Meridian Logistics LLC,6800,Intercompany Management Fee Expense,Expense,Expense,IC management fee - MHG Q3-2024,53182.5,0,53182.5,USD,1.0,53182.5,,,Journal Entry,,QBO,False,0
7017,JE-7017,2024-09-30,2024-09,MLG,Meridian Logistics LLC,2200,Due To Affiliates,Other Current Liability,Liability,IC payable - MHG Q3-2024,0,53182.5,-53182.5,USD,1.0,-53182.5,,,Journal Entry,,QBO,False,0
7018,JE-7018,2024-09-30,2024-09,CFS,Cascade Freight Systems Inc,6800,Intercompany Management Fee Expense,Expense,Expense,IC management fee - MHG Q3-2024,32649.73,0,32649.73,USD,1.0,32649.73,,,Journal Entry,,QBO,False,0
7018,JE-7018,2024-09-30,2024-09,CFS,Cascade Freight Systems Inc,2200,Due To Affiliates,Other Current Liability,Liability,IC payable - MHG Q3-2024,0,32649.73,-32649.73,USD,1.0,-32649.73,,,Journal Entry,,QBO,False,0
7019,JE-7019,2024-09-30,2024-09,NWC,Northwind Cargo B.V.,6800,Intercompany Management Fee Expense,Expense,Expense,IC management fee - MHG Q3-2024,26392.54,0,26392.54,EUR,1.09,28767.87,,,Journal Entry,,QBO,False,0
7019,JE-7019,2024-09-30,2024-09,NWC,Northwind Cargo B.V.,2200,Due To Affiliates,Other Current Liability,Liability,IC payable - MHG Q3-2024,0,26392.54,-26392.54,EUR,1.09,-28767.87,,,Journal Entry,,QBO,False,0
7020,JE-7020,2024-09-30,2024-09,APX,Apex Warehousing LLC,6800,Intercompany Management Fee Expense,Expense,Expense,IC management fee - MHG Q3-2024,16829.37,0,16829.37,USD,1.0,16829.37,,,Journal Entry,,QBO,False,0
7020,JE-7020,2024-09-30,2024-09,APX,Apex Warehousing LLC,2200,Due To Affiliates,Other Current Liability,Liability,IC payable - MHG Q3-2024,0,16829.37,-16829.37,USD,1.0,-16829.37,,,Journal Entry,,QBO,False,0
7021,JE-7021,2024-09-30,2024-09,MLG,Meridian Logistics LLC,4000,Revenue - Freight Brokerage,Income,Revenue,Reclass fuel surcharge out of line-haul Q3-2024,205392.09,0,205392.09,USD,1.0,205392.09,,,Journal Entry,,QBO,False,0
7021,JE-7021,2024-09-30,2024-09,MLG,Meridian Logistics LLC,4070,Revenue - Fuel Surcharge,Income,Revenue,Fuel surcharge revenue Q3-2024,0,205392.09,-205392.09,USD,1.0,-205392.09,,,Journal Entry,,QBO,False,0
7022,JE-7022,2024-09-30,2024-09,CFS,Cascade Freight Systems Inc,4000,Revenue - Freight Brokerage,Income,Revenue,Reclass fuel surcharge out of line-haul Q3-2024,111340.65,0,111340.65,USD,1.0,111340.65,,,Journal Entry,,QBO,False,0
7022,JE-7022,2024-09-30,2024-09,CFS,Cascade Freight Systems Inc,4070,Revenue - Fuel Surcharge,Income,Revenue,Fuel surcharge revenue Q3-2024,0,111340.65,-111340.65,USD,1.0,-111340.65,,,Journal Entry,,QBO,False,0
7023,JE-7023,2024-10-31,2024-10,MLG,Meridian Logistics LLC,5000,COGS - Purchased Transportation,Cost of Goods Sold,Cost of Goods Sold,COGS - Purchased Transportation - 2024-10,341203.68,0,341203.68,USD,1.0,341203.68,Sentinel Freight Partners,,Bill,,QBO,False,0
7023,JE-7023,2024-10-31,2024-10,MLG,Meridian Logistics LLC,5010,COGS - Owner Operator Settlements,Cost of Goods Sold,Cost of Goods Sold,COGS - Owner Operator Settlements - 2024-10,89253.45,0,89253.45,USD,1.0,89253.45,Keystone Owner Operators LLC,,Bill,,QBO,False,0
7023,JE-7023,2024-10-31,2024-10,MLG,Meridian Logistics LLC,5020,COGS - Fuel,Cost of Goods Sold,Cost of Goods Sold,COGS - Fuel - 2024-10,49754.31,0,49754.31,USD,1.0,49754.31,Fuel Express Supplier's,,Bill,,QBO,False,0
7023,JE-7023,2024-10-31,2024-10,MLG,Meridian Logistics LLC,5070,COGS - Maintenance & Repairs,Cost of Goods Sold,Cost of Goods Sold,COGS - Maintenance & Repairs - 2024-10,36922.05,0,36922.05,USD,1.0,36922.05,MidState Truck Repair,,Bill,,QBO,False,0
7023,JE-7023,2024-10-31,2024-10,MLG,Meridian Logistics LLC,2000,Accounts Payable,Accounts Payable,Liability,Accrue direct costs 2024-10,0,517133.49,-517133.49,USD,1.0,-517133.49,,,Bill,,QBO,False,0
7024,JE-7024,2024-10-31,2024-10,CFS,Cascade Freight Systems Inc,5000,COGS - Purchased Transportation,Cost of Goods Sold,Cost of Goods Sold,COGS - Purchased Transportation - 2024-10,81386.67,0,81386.67,USD,1.0,81386.67,Ridgeway Carrier Network,,Bill,,QBO,False,0
7024,JE-7024,2024-10-31,2024-10,CFS,Cascade Freight Systems Inc,5020,COGS - Fuel,Cost of Goods Sold,Cost of Goods Sold,COGS - Fuel - 2024-10,77828.46,0,77828.46,USD,1.0,77828.46,Fuel Express Suppliers,,Bill,,QBO,False,0
7024,JE-7024,2024-10-31,2024-10,CFS,Cascade Freight Systems Inc,5030,COGS - Driver Wages,Cost of Goods Sold,Cost of Goods Sold,COGS - Driver Wages - 2024-10,87100.74,0,87100.74,USD,1.0,87100.74,,,Bill,,QBO,False,0
7024,JE-7024,2024-10-31,2024-10,CFS,Cascade Freight Systems Inc,5070,COGS - Maintenance & Repairs,Cost of Goods Sold,Cost of Goods Sold,COGS - Maintenance & Repairs - 2024-10,33800.32,0,33800.32,USD,1.0,33800.32,MidState Truck Repair,,Bill,,QBO,False,0
7024,JE-7024,2024-10-31,2024-10,CFS,Cascade Freight Systems Inc,2000,Accounts Payable,Accounts Payable,Liability,Accrue direct costs 2024-10,0,280116.19,-280116.19,USD,1.0,-280116.19,,,Bill,,QBO,False,0
7025,JE-7025,2024-10-31,2024-10,NWC,Northwind Cargo B.V.,5000,COGS - Purchased Transportation,Cost of Goods Sold,Cost of Goods Sold,COGS - Purchased Transportation - 2024-10,80407.27,0,80407.27,EUR,1.09,87643.93,Ridgeway Carrier Network,,Bill,,QBO,False,0
7025,JE-7025,2024-10-31,2024-10,NWC,Northwind Cargo B.V.,5110,COGS - Customs Duties & Brokerage,Cost of Goods Sold,Cost of Goods Sold,COGS - Customs Duties & Brokerage - 2024-10,40643.02,0,40643.02,EUR,1.09,44300.89,Meridian Customs Brokers,,Bill,,QBO,False,0
7025,JE-7025,2024-10-31,2024-10,NWC,Northwind Cargo B.V.,5010,COGS - Owner Operator Settlements,Cost of Goods Sold,Cost of Goods Sold,COGS - Owner Operator Settlements - 2024-10,23927.46,0,23927.46,EUR,1.09,26080.93,Keystone Owner Operators LLC,,Bill,,QBO,False,0
7025,JE-7025,2024-10-31,2024-10,NWC,Northwind Cargo B.V.,5050,COGS - Temp & Contract Labor,Cost of Goods Sold,Cost of Goods Sold,COGS - Temp & Contract Labor - 2024-10,16510.19,0,16510.19,EUR,1.09,17996.11,Apex Staffing Solution,,Bill,,QBO,False,0
7025,JE-7025,2024-10-31,2024-10,NWC,Northwind Cargo B.V.,2000,Accounts Payable,Accounts Payable,Liability,Accrue direct costs 2024-10,0,161487.94,-161487.94,EUR,1.09,-176021.86,,,Bill,,QBO,False,0
7026,JE-7026,2024-10-31,2024-10,APX,Apex Warehousing LLC,5040,COGS - Warehouse Labor,Cost of Goods Sold,Cost of Goods Sold,COGS - Warehouse Labor - 2024-10,64763.72,0,64763.72,USD,1.0,64763.72,Warehouse Temps Direct,,Bill,,QBO,False,0
7026,JE-7026,2024-10-31,2024-10,APX,Apex Warehousing LLC,5050,COGS - Temp & Contract Labor,Cost of Goods Sold,Cost of Goods Sold,COGS - Temp & Contract Labor - 2024-10,26592.09,0,26592.09,USD,1.0,26592.09,Apex Staffing Solution,,Bill,,QBO,False,0
